,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season,Seasonnum
363,Albert King,SF,22,NJN,76,1694,13.5,.517,.016,.211,6.9,14.0,10.4,12.8,1.8,1.2,16.9,25.1,-0.2,2.6,2.4,.067,-1.9,0.2,-1.7,0.1,1981-1982,1.0
364,Albert King,SF,23,NJN,79,2447,15.6,.508,.019,.185,7.3,13.6,10.5,18.2,1.8,1.0,15.6,25.2,1.7,3.9,5.7,.112,0.3,0.3,0.5,1.6,1982-1983,2.0
365,Albert King,SF,24,NJN,79,2103,15.6,.541,.023,.312,6.7,14.5,10.5,14.0,2.0,0.9,16.2,24.3,1.5,2.8,4.3,.099,0.1,0.1,0.2,1.2,1983-1984,3.0
366,Albert King,SF,25,NJN,42,860,17.7,.531,.017,.226,8.8,12.0,10.4,10.2,2.3,0.6,11.4,26.8,1.0,0.9,1.9,.106,0.8,-0.7,0.1,0.4,1984-1985,4.0
367,Albert King,SF,26,NJN,73,1998,13.3,.498,.024,.211,6.5,14.1,10.3,13.4,1.3,0.7,14.7,24.6,0.0,1.9,1.9,.045,-1.1,-1.1,-2.2,-0.1,1985-1986,5.0
372,Alec Burks,SG,20,UTA,59,939,14.0,.506,.126,.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,.076,-0.6,-1.4,-2.0,0.0,2011-2012,1.0
373,Alec Burks,SG,21,UTA,64,1137,11.5,.507,.237,.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,.044,-1.9,-0.7,-2.6,-0.2,2012-2013,2.0
374,Alec Burks,SG,22,UTA,78,2193,15.8,.547,.172,.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,2.6,0.6,3.2,.070,0.2,-1.0,-0.8,0.7,2013-2014,3.0
375,Alec Burks,SG,23,UTA,27,899,13.0,.524,.227,.430,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,.089,-0.5,-1.2,-1.7,0.1,2014-2015,4.0
376,Alec Burks,SG,24,UTA,31,797,14.3,.520,.237,.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,.090,0.2,-0.6,-0.4,0.3,2015-2016,5.0
400,Alex Caruso,PG,23,LAL,37,562,8.7,.519,.371,.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,.041,-3.8,0.9,-2.9,-0.1,2017-2018,1.0
401,Alex Caruso,PG,24,LAL,25,531,13.9,.569,.289,.370,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,.093,-1.0,0.7,-0.2,0.2,2018-2019,2.0
402,Alex Caruso,PG,25,LAL,64,1175,10.8,.525,.412,.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,.095,-2.6,2.4,-0.2,0.5,2019-2020,3.0
403,Alex Caruso,PG,26,LAL,58,1216,11.1,.547,.449,.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,.095,-2.5,2.5,0.0,0.6,2020-2021,4.0
404,Alex Caruso,SG,27,CHI,41,1147,11.7,.528,.492,.285,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,0.7,1.2,2.0,.082,-2.2,2.3,0.2,0.6,2021-2022,5.0
405,Alex English*,SF,23,MIL,60,648,14.8,.511,,.217,10.8,16.1,13.4,5.3,1.2,1.4,,,0.8,0.4,1.2,.090,-0.1,-1.6,-1.7,0.0,1976-1977,1.0
406,Alex English*,SF,24,MIL,82,1552,17.4,.568,,.226,9.6,17.4,13.4,11.4,1.2,1.8,16.4,20.3,2.7,1.3,4.0,.123,1.1,-0.5,0.6,1.0,1977-1978,2.0
407,Alex English*,SF,25,IND,81,2696,17.6,.540,,.209,9.7,15.3,12.5,14.4,1.2,1.5,14.0,20.3,4.3,2.6,7.0,.124,2.1,0.0,2.1,2.8,1978-1979,3.0
408,Alex English*,SF,26,TOT,78,2401,18.0,.536,.005,.239,11.3,14.9,13.1,13.9,1.4,1.4,14.8,23.4,3.3,2.0,5.3,.105,1.6,-1.2,0.4,1.5,1979-1980,4.0
409,Alex English*,SF,27,DEN,81,3093,19.7,.549,.003,.295,8.8,12.6,10.7,13.4,1.5,1.6,12.1,24.0,6.7,1.6,8.3,.129,3.1,-1.0,2.2,3.2,1980-1981,5.0
424,Alex Hannum*,PF,26,SYR,64,,,.423,,.381,,,,,,,,,2.0,3.2,5.1,,,,,,1949-1950,1.0
425,Alex Hannum*,PF,27,SYR,63,,,.406,,.399,,,,,,,,,0.4,1.3,1.7,,,,,,1950-1951,2.0
426,Alex Hannum*,PF,28,TOT,66,1508,11.6,.419,,.299,,,,,,,,,0.6,1.0,1.7,.053,,,,,1951-1952,3.0
427,Alex Hannum*,PF,29,ROC,68,1288,9.6,.413,,.369,,,,,,,,,0.1,1.5,1.6,.059,,,,,1952-1953,4.0
428,Alex Hannum*,PF,30,ROC,72,1707,9.6,.393,,.326,,,,,,,,,-0.7,2.8,2.1,.058,,,,,1953-1954,5.0
433,Alex Len,C,20,PHO,42,362,7.3,.469,.000,.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,.024,-5.9,-0.7,-6.6,-0.4,2013-2014,1.0
434,Alex Len,C,21,PHO,69,1518,13.5,.542,.008,.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,.107,-2.8,1.0,-1.8,0.1,2014-2015,2.0
435,Alex Len,C,22,PHO,78,1821,12.4,.482,.011,.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,-0.5,1.8,1.3,.035,-3.5,-0.8,-4.3,-1.0,2015-2016,3.0
436,Alex Len,C,23,PHO,77,1560,15.0,.553,.026,.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,.091,-2.4,0.1,-2.3,-0.1,2016-2017,4.0
437,Alex Len,C,24,PHO,69,1395,19.4,.612,.008,.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,.154,0.6,-0.3,0.3,0.8,2017-2018,5.0
456,Alexis Ajinça,PF,20,CHA,31,182,7.0,.430,.029,.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-7.6,0.1,-7.5,-0.3,2008-2009,1.0
457,Alexis Ajinça,C,21,CHA,6,30,6.3,.479,.000,.100,4.1,11.8,8.0,0.0,1.8,2.7,16.1,19.3,-0.1,0.0,0.0,-0.013,-6.3,1.0,-5.3,0.0,2009-2010,2.0
458,Alexis Ajinça,C,22,TOT,34,340,12.2,.507,.256,.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0.0,0.4,0.4,.052,-3.8,0.0,-3.8,-0.2,2010-2011,3.0
459,Alexis Ajinça,C,25,NOP,56,951,14.6,.589,.004,.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,.104,-2.7,0.1,-2.6,-0.1,2013-2014,4.0
460,Alexis Ajinça,C,26,NOP,68,957,19.9,.595,.000,.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,.159,-0.7,0.4,-0.3,0.4,2014-2015,5.0
463,Alfonzo McKinnie,SF,25,TOR,14,53,10.1,.643,.600,.200,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16.0,0.0,0.1,0.1,.084,-2.6,-0.4,-3.0,0.0,2017-2018,1.0
464,Alfonzo McKinnie,SF,26,GSW,72,1003,11.2,.569,.429,.175,9.0,16.9,13.1,4.0,0.9,1.3,9.2,13.9,1.2,0.9,2.1,.100,-2.2,-1.3,-3.5,-0.4,2018-2019,2.0
465,Alfonzo McKinnie,SF,27,CLE,40,593,8.7,.493,.380,.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,.014,-4.4,-0.9,-5.3,-0.5,2019-2020,3.0
466,Alfonzo McKinnie,SF,28,LAL,39,258,15.5,.604,.419,.194,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,0.5,0.3,0.8,.156,0.3,-0.8,-0.4,0.1,2020-2021,4.0
467,Alfonzo McKinnie,SF,29,CHI,17,206,5.6,.457,.443,.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4,2021-2022,5.0
477,Allan Bristow,SF,22,PHI,55,643,15.0,.437,,.211,9.7,15.4,12.5,21.2,2.0,0.1,,,-0.1,0.6,0.5,.039,-0.2,-0.1,-0.4,0.3,1973-1974,1.0
478,Allan Bristow,SF,23,PHI,72,1101,14.7,.486,,.389,10.1,13.3,11.7,13.0,1.1,0.1,,,1.1,0.8,1.9,.082,0.3,-1.1,-0.8,0.3,1974-1975,2.0
479,Allan Bristow,SF,25,SAS,82,2017,15.4,.544,,.345,6.1,11.6,8.9,15.7,1.9,0.0,,,3.2,1.1,4.3,.101,0.6,-0.9,-0.4,0.8,1976-1977,3.0
480,Allan Bristow,SF,26,SAS,82,1481,14.6,.529,,.387,7.3,10.7,9.1,16.7,2.1,0.1,18.8,20.2,1.6,1.2,2.8,.089,0.0,-0.7,-0.7,0.5,1977-1978,4.0
481,Allan Bristow,SF,27,SAS,74,1324,14.2,.562,,.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,2.0,1.5,3.5,.126,0.5,0.7,1.2,1.1,1978-1979,5.0
486,Allan Houston,SG,22,DET,79,1519,9.0,.465,.174,.161,1.4,7.5,4.4,10.5,1.1,0.6,12.1,23.6,-1.3,0.1,-1.2,-0.038,-3.8,-2.1,-5.8,-1.5,1993-1994,1.0
487,Allan Houston,SG,23,DET,76,1996,16.4,.589,.434,.199,1.7,8.1,4.9,14.3,1.6,0.5,10.8,23.5,3.5,0.3,3.8,.091,2.5,-1.8,0.7,1.4,1994-1995,2.0
488,Allan Houston,SG,24,DET,82,3072,15.7,.576,.359,.291,2.2,9.3,5.9,15.5,1.1,0.4,14.2,25.4,4.2,3.0,7.1,.112,1.9,-0.9,1.0,2.3,1995-1996,3.0
489,Allan Houston,SG,25,NYK,81,2681,11.3,.531,.372,.211,2.0,8.5,5.4,11.9,0.8,0.5,12.9,22.2,1.5,3.2,4.7,.084,-0.6,-0.5,-1.1,0.6,1996-1997,4.0
490,Allan Houston,SG,26,NYK,82,2848,15.1,.530,.167,.262,1.8,9.8,5.8,14.3,1.2,0.7,12.3,26.7,2.5,3.5,6.1,.102,0.8,-0.2,0.6,1.9,1997-1998,5.0
499,Allen Crabbe,SG,21,POR,15,100,7.7,.475,.424,.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,0.0,0.1,0.1,.037,-4.6,-1.4,-6.1,-0.1,2013-2014,1.0
500,Allen Crabbe,SG,22,POR,51,683,8.7,.525,.556,.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,.088,-2.4,1.5,-0.8,0.2,2014-2015,2.0
501,Allen Crabbe,SG,23,POR,81,2105,12.2,.572,.420,.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,.098,-0.9,-0.1,-1.0,0.5,2015-2016,3.0
502,Allen Crabbe,SG,24,POR,79,2254,11.6,.602,.467,.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.2,.089,-0.7,-0.6,-1.3,0.4,2016-2017,4.0
503,Allen Crabbe,SG,25,BRK,75,2197,12.3,.558,.643,.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,.070,0.0,-0.7,-0.7,0.7,2017-2018,5.0
506,Allen Iverson*,PG,21,PHI,76,3045,18.0,.513,.303,.362,4.0,7.2,5.6,33.6,2.6,0.6,16.2,28.9,3.1,1.0,4.1,.065,2.5,-1.6,0.9,2.2,1996-1997,1.0
507,Allen Iverson*,PG,22,PHI,80,3150,20.4,.535,.167,.380,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,6.3,2.8,9.0,.138,3.5,0.1,3.6,4.5,1997-1998,2.0
508,Allen Iverson*,SG,23,PHI,48,1990,22.2,.508,.188,.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,4.3,2.9,7.2,.173,5.1,0.6,5.7,3.9,1998-1999,3.0
509,Allen Iverson*,SG,24,PHI,70,2853,20.0,.496,.151,.358,2.7,7.7,5.2,23.0,2.6,0.1,10.3,34.4,3.3,3.6,6.9,.116,3.4,-0.2,3.2,3.8,1999-2000,4.0
510,Allen Iverson*,SG,25,PHI,71,2979,24.0,.518,.169,.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,11.8,.190,5.0,1.1,6.1,6.1,2000-2001,5.0
520,Allen Leavell,PG,22,HOU,77,2123,15.1,.560,.029,.337,2.9,6.8,4.8,26.3,2.8,0.7,21.4,17.8,2.6,1.4,4.0,.091,0.6,0.5,1.1,1.7,1979-1980,1.0
521,Allen Leavell,PG,23,HOU,79,1686,13.9,.523,.031,.272,2.0,6.9,4.4,30.4,2.7,0.5,23.5,19.3,0.5,1.4,1.9,.055,-0.5,-0.2,-0.7,0.6,1980-1981,2.0
522,Allen Leavell,PG,24,HOU,79,2150,16.4,.507,.039,.170,2.4,6.3,4.3,29.8,3.4,0.4,15.2,19.1,2.7,2.1,4.8,.107,0.9,1.2,2.1,2.2,1981-1982,3.0
523,Allen Leavell,PG,25,HOU,79,2602,15.8,.490,.165,.280,2.5,5.7,4.0,30.1,3.0,0.3,14.3,21.3,2.3,1.5,3.8,.071,0.9,-0.1,0.8,1.8,1982-1983,4.0
524,Allen Leavell,PG,26,HOU,82,2009,15.9,.553,.097,.391,1.7,4.6,3.1,29.7,2.4,0.3,17.7,20.4,2.8,1.6,4.3,.104,0.8,-0.2,0.6,1.3,1983-1984,5.0
537,Alonzo Gee,SG,22,WAS,11,182,16.2,.564,.153,.492,9.3,11.6,10.4,6.4,2.0,0.4,12.2,20.4,0.3,0.1,0.4,.108,1.7,-0.1,1.6,0.2,2009-2010,1.0
538,Alonzo Gee,SG,23,TOT,56,1118,10.8,.544,.193,.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1.0,.045,-2.1,-0.4,-2.5,-0.1,2010-2011,2.0
539,Alonzo Gee,SG,24,CLE,63,1827,13.2,.516,.249,.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,1.2,1.2,2.4,.063,-1.2,-0.2,-1.4,0.3,2011-2012,3.0
540,Alonzo Gee,SF,25,CLE,82,2541,10.5,.505,.294,.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,.036,-2.2,-0.3,-2.6,-0.4,2012-2013,4.0
541,Alonzo Gee,SF,26,CLE,65,1020,8.6,.491,.246,.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,.041,-3.7,0.6,-3.1,-0.3,2013-2014,5.0
545,Alonzo Mourning*,C,22,CHH,78,2644,20.8,.586,.003,.567,11.2,21.0,16.4,4.3,0.5,5.8,14.4,25.5,4.8,3.4,8.2,.148,0.9,0.0,0.9,1.9,1992-1993,1.0
546,Alonzo Mourning*,C,23,CHH,60,2018,21.7,.588,.002,.672,10.0,23.0,16.7,6.6,0.7,5.7,15.4,27.3,3.8,2.5,6.3,.151,1.2,0.2,1.4,1.7,1993-1994,2.0
547,Alonzo Mourning*,C,24,CHH,77,2941,20.1,.593,.031,.585,8.4,21.6,15.3,6.6,0.9,5.5,14.8,25.6,4.3,5.1,9.4,.153,0.2,0.9,1.1,2.3,1994-1995,3.0
548,Alonzo Mourning*,C,25,MIA,70,2671,22.7,.584,.028,.662,9.7,21.7,15.9,11.4,1.4,5.5,15.9,28.1,4.4,5.5,9.9,.178,2.2,2.0,4.2,4.2,1995-1996,4.0
549,Alonzo Mourning*,C,26,MIA,66,2320,21.6,.578,.010,.638,9.8,23.4,16.8,8.8,1.3,6.3,16.6,27.5,2.8,5.6,8.4,.174,0.5,2.5,2.9,2.9,1996-1997,5.0
566,Alton Lister,C,23,MIL,80,1186,11.5,.531,.000,.429,10.9,26.0,18.7,9.2,0.7,5.8,27.4,16.3,-0.9,2.6,1.7,.071,-4.3,2.7,-1.6,0.1,1981-1982,1.0
567,Alton Lister,PF,24,MIL,80,1885,13.8,.543,.000,.471,10.3,22.3,16.6,8.0,1.3,5.2,23.1,17.7,-0.2,3.9,3.8,.096,-2.9,2.4,-0.5,0.7,1982-1983,2.0
568,Alton Lister,PF,25,MIL,82,1955,12.5,.529,.000,.355,9.4,25.0,17.5,7.7,1.0,4.2,20.5,16.1,-0.1,4.1,4.0,.098,-3.0,2.0,-0.9,0.5,1983-1984,3.0
569,Alton Lister,C,26,MIL,81,2091,15.0,.559,.002,.438,11.7,22.6,17.2,8.1,1.1,4.7,20.4,17.5,1.0,4.3,5.3,.121,-1.1,2.0,0.9,1.5,1984-1985,4.0
570,Alton Lister,C,27,MIL,81,1812,16.4,.573,.003,.461,12.4,23.9,18.2,7.6,1.3,4.6,18.8,18.9,1.6,3.8,5.5,.144,-0.7,1.7,1.1,1.4,1985-1986,5.0
582,Alvan Adams,C,21,PHO,80,2656,21.7,.507,,.265,8.9,20.7,14.9,27.2,2.1,2.4,,,3.3,3.9,7.2,.130,3.0,1.4,4.4,4.3,1975-1976,1.0
583,Alvan Adams,C,22,PHO,72,2278,20.2,.519,,.303,8.5,22.3,15.4,22.3,1.9,2.1,,,2.3,4.0,6.3,.134,2.0,1.6,3.6,3.2,1976-1977,2.0
584,Alvan Adams,C,23,PHO,70,1914,17.7,.528,,.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,1.5,3.4,4.9,.123,0.1,0.9,1.0,1.5,1977-1978,3.0
585,Alvan Adams,C,24,PHO,77,2364,20.4,.570,,.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,3.9,3.7,7.6,.154,2.3,1.2,3.4,3.2,1978-1979,4.0
586,Alvan Adams,C,25,PHO,75,2168,19.2,.571,.002,.270,8.2,22.4,15.4,21.6,2.3,1.4,18.2,21.9,3.1,3.9,7.0,.155,1.7,1.9,3.6,3.1,1979-1980,5.0
597,Alvin Robertson,SG,22,SAS,79,1685,15.3,.538,.018,.282,8.0,9.7,8.9,21.5,3.5,0.8,19.8,20.0,1.1,2.0,3.1,.087,-0.2,1.1,0.9,1.2,1984-1985,1.0
598,Alvin Robertson,SG,23,SAS,82,2878,19.5,.563,.027,.299,7.5,12.8,10.2,21.8,4.8,0.8,17.1,20.9,4.0,4.6,8.6,.143,1.5,3.3,4.7,4.9,1985-1986,2.0
599,Alvin Robertson,SG,24,SAS,81,2697,18.5,.510,.038,.256,7.3,10.1,8.7,23.2,4.6,0.7,14.7,24.5,1.8,3.4,5.3,.094,0.9,2.1,3.0,3.4,1986-1987,3.0
600,Alvin Robertson,SG,25,SAS,82,2978,18.9,.513,.067,.259,5.9,12.2,9.0,26.1,3.8,1.3,13.8,24.1,3.1,2.8,5.8,.094,1.7,1.2,2.9,3.7,1987-1988,4.0
601,Alvin Robertson,SG,26,SAS,65,2287,17.2,.523,.047,.263,7.2,11.4,9.2,25.5,4.0,0.9,17.7,22.2,1.3,3.1,4.4,.093,0.8,1.8,2.5,2.6,1988-1989,5.0
607,Alvin Scott,SF,22,PHO,81,1538,12.3,.543,,.518,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13.0,1.9,2.1,4.0,.126,-0.8,0.3,-0.5,0.6,1977-1978,1.0
608,Alvin Scott,SF,23,PHO,81,1737,13.2,.579,,.424,6.8,16.1,11.5,8.5,2.0,1.9,17.4,12.6,2.0,2.4,4.4,.121,0.1,1.3,1.4,1.5,1978-1979,2.0
609,Alvin Scott,SF,24,PHO,79,1303,9.9,.493,.010,.405,7.7,11.5,9.6,9.3,1.7,2.2,20.6,13.6,0.0,1.7,1.7,.062,-1.6,0.8,-0.8,0.4,1979-1980,3.0
610,Alvin Scott,SF,25,PHO,82,1423,13.4,.550,.017,.365,8.0,12.7,10.4,10.2,1.9,2.8,16.0,13.2,1.6,2.6,4.3,.144,0.1,2.2,2.3,1.6,1980-1981,4.0
611,Alvin Scott,SF,26,PHO,81,1740,11.7,.546,.005,.389,6.3,12.2,9.4,11.0,1.6,2.3,18.0,12.9,1.2,2.7,3.8,.106,-0.9,1.6,0.7,1.2,1981-1982,5.0
616,Alvin Williams,SG,23,TOT,54,1071,10.3,.504,.099,.319,2.6,6.0,4.4,15.7,1.9,0.2,15.3,16.0,0.5,0.8,1.3,.059,-2.6,0.0,-2.6,-0.2,1997-1998,1.0
617,Alvin Williams,PG,24,TOR,50,1051,10.4,.477,.177,.219,2.1,7.0,4.5,20.7,2.6,0.9,17.7,13.6,0.5,0.6,1.2,.053,-2.5,0.3,-2.2,-0.1,1998-1999,2.0
618,Alvin Williams,PG,25,TOR,55,779,13.6,.463,.192,.226,3.8,8.6,6.1,26.6,2.3,1.0,13.0,20.6,0.4,0.6,1.0,.063,-0.9,-0.2,-1.1,0.2,1999-2000,3.0
619,Alvin Williams,SG,26,TOR,82,2394,15.2,.483,.141,.189,2.3,7.8,5.0,27.2,2.7,0.8,11.0,17.4,3.3,2.1,5.4,.109,-0.1,0.9,0.8,1.7,2000-2001,4.0
620,Alvin Williams,PG,27,TOR,82,2927,13.8,.470,.199,.144,2.2,9.0,5.5,26.6,2.5,0.7,12.7,18.4,2.2,3.1,5.2,.086,-0.5,0.8,0.3,1.7,2001-2002,5.0
629,Amar'e Stoudemire,PF,20,PHO,82,2570,16.2,.530,.012,.583,10.9,20.9,15.9,5.0,1.3,2.5,15.3,21.5,2.6,3.6,6.2,.116,-0.9,-0.4,-1.4,0.4,2002-2003,1.0
630,Amar'e Stoudemire,PF,21,PHO,55,2025,19.8,.536,.006,.503,8.8,19.2,14.0,7.0,1.6,3.3,14.4,27.5,2.4,2.0,4.4,.105,0.8,-0.7,0.1,1.1,2003-2004,2.0
631,Amar'e Stoudemire,C,22,PHO,80,2889,26.6,.617,.012,.595,8.5,17.4,13.2,7.7,1.3,3.0,10.1,28.3,11.3,3.3,14.6,.243,4.1,0.3,4.4,4.7,2004-2005,3.0
632,Amar'e Stoudemire,C,23,PHO,3,50,17.8,.420,.037,.333,13.6,21.7,17.8,5.9,1.0,4.2,3.1,28.7,0.0,0.1,0.1,.085,-2.0,-2.4,-4.4,0.0,2005-2006,4.0
633,Amar'e Stoudemire,C,24,PHO,82,2689,23.1,.637,.003,.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,7.2,4.0,11.2,.201,1.5,0.3,1.8,2.6,2006-2007,5.0
649,Amir Johnson,SF,18,DET,3,39,20.3,.850,.300,.400,9.0,3.1,6.1,13.4,0.0,3.7,25.4,19.2,0.1,0.0,0.2,.208,1.1,-0.7,0.4,0.0,2005-2006,1.0
650,Amir Johnson,PF,19,DET,8,124,20.6,.600,.091,.424,14.4,21.1,17.7,4.1,2.2,8.1,18.7,18.5,0.2,0.3,0.5,.183,-2.0,2.2,0.2,0.1,2006-2007,2.0
651,Amir Johnson,PF,20,DET,62,764,17.5,.584,.000,.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,1.1,1.9,3.0,.190,-2.4,3.7,1.3,0.6,2007-2008,3.0
652,Amir Johnson,PF,21,DET,62,911,13.5,.608,.000,.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,1.4,1.3,2.7,.142,-3.0,1.6,-1.4,0.1,2008-2009,4.0
653,Amir Johnson,PF,22,TOR,82,1453,16.7,.639,.012,.446,12.9,19.1,16.1,5.0,1.6,3.5,13.6,14.5,3.4,1.1,4.5,.150,-0.6,0.0,-0.6,0.5,2009-2010,5.0
663,Anderson Varejão,PF,22,CLE,54,863,17.0,.534,.010,.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3.0,.164,-0.4,0.6,0.2,0.5,2004-2005,1.0
664,Anderson Varejão,C,23,CLE,48,760,14.8,.541,.007,.793,11.9,24.8,18.3,4.0,2.2,1.9,11.8,14.0,1.1,1.3,2.3,.146,-1.5,0.7,-0.8,0.2,2005-2006,2.0
665,Anderson Varejão,C,24,CLE,81,1932,14.4,.527,.022,.668,11.2,21.8,16.4,6.0,2.1,2.1,11.4,13.7,2.6,4.0,6.6,.164,-1.8,1.8,0.0,1.0,2006-2007,3.0
666,Anderson Varejão,C,25,CLE,48,1320,12.0,.485,.007,.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,.086,-2.7,0.1,-2.6,-0.2,2007-2008,4.0
667,Anderson Varejão,PF,26,CLE,81,2306,14.6,.565,.004,.496,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,3.3,4.7,8.0,.166,-1.0,1.6,0.6,1.5,2008-2009,5.0
679,Andray Blatche,PF,19,WAS,29,175,10.1,.450,.194,.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,-0.1,0.2,0.1,.026,-4.9,-0.1,-5.0,-0.1,2005-2006,1.0
680,Andray Blatche,PF,20,WAS,56,682,12.1,.471,.137,.249,12.6,19.8,16.1,8.8,1.3,3.6,18.3,17.2,-0.1,0.5,0.5,.033,-2.8,-0.7,-3.6,-0.3,2006-2007,2.0
681,Andray Blatche,PF,21,WAS,82,1675,15.5,.512,.024,.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,0.8,2.1,3.0,.085,-2.4,0.7,-1.7,0.1,2007-2008,3.0
682,Andray Blatche,C,22,WAS,71,1703,15.0,.508,.033,.257,8.5,17.9,13.0,11.8,1.6,3.5,14.3,21.9,0.2,1.2,1.4,.039,-1.8,-0.3,-2.0,0.0,2008-2009,4.0
683,Andray Blatche,PF,23,WAS,81,2256,17.6,.519,.044,.234,7.9,18.2,13.0,13.8,2.0,2.4,14.2,25.8,0.8,2.6,3.4,.073,0.2,0.4,0.6,1.5,2009-2010,5.0
696,Andre Drummond,C,19,DET,60,1243,21.6,.578,.006,.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,2.2,2.3,4.5,.172,1.0,1.5,2.5,1.4,2012-2013,1.0
697,Andre Drummond,C,20,DET,81,2619,22.6,.599,.003,.427,17.5,27.7,22.3,2.2,2.0,4.0,10.7,16.7,6.4,3.5,9.9,.182,2.0,-0.6,1.4,2.3,2013-2014,2.0
698,Andre Drummond,C,21,DET,82,2502,21.4,.504,.002,.380,18.3,30.1,24.0,3.9,1.5,4.8,9.7,22.0,3.4,4.3,7.7,.147,0.6,-0.7,-0.1,1.2,2014-2015,3.0
699,Andre Drummond,C,22,DET,81,2666,21.2,.499,.006,.553,15.6,34.2,24.5,4.4,2.3,3.2,10.5,24.1,2.0,5.5,7.4,.133,0.8,0.3,1.1,2.0,2015-2016,4.0
700,Andre Drummond,C,23,DET,81,2409,20.9,.518,.008,.390,15.1,36.2,25.2,6.0,2.6,3.1,12.5,22.4,1.4,5.3,6.7,.133,0.1,0.8,1.0,1.8,2016-2017,5.0
708,Andre Iguodala,SG,21,PHI,82,2686,13.5,.580,.260,.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4.0,6.6,.118,-0.7,2.1,1.4,2.3,2004-2005,1.0
