,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,name
1,1999-00,24.0,SEA,NBA,SF,5.0,0.0,16.8,2.8,5.2,0.538,0.0,0.4,0.0,2.8,4.8,0.583,0.538,2.6,3.0,0.867,1.8,1.2,3.0,0.4,0.6,0.4,1.6,1.2,8.2,Ruben Patterson
2,2001-02,26.0,POR,NBA,SF,3.0,0.0,21.7,1.7,5.0,0.333,0.0,0.3,0.0,1.7,4.7,0.357,0.333,2.0,2.7,0.75,0.7,1.7,2.3,0.3,1.0,0.3,1.0,2.3,5.3,Ruben Patterson
3,2002-03,27.0,POR,NBA,SF,7.0,0.0,22.1,3.6,7.4,0.481,0.0,0.6,0.0,3.6,6.9,0.521,0.481,2.9,4.1,0.69,2.0,1.7,3.7,1.6,0.6,0.1,1.4,1.4,10.0,Ruben Patterson
4,2005-06,30.0,DEN,NBA,SG,4.0,1.0,14.5,2.3,4.3,0.529,0.0,0.0,,2.3,4.3,0.529,0.529,0.5,1.3,0.4,1.3,0.3,1.5,0.8,0.3,0.0,0.8,1.5,5.0,Ruben Patterson
0,2012-13,23.0,MEM,NBA,PF,5.0,0.0,2.2,0.2,0.4,0.5,0.0,0.0,,0.2,0.4,0.5,0.5,0.0,0.0,,0.4,0.2,0.6,0.0,0.2,0.2,0.0,0.2,0.4,Jon Leuer
1,2013-14,24.0,MEM,NBA,PF,3.0,0.0,7.7,1.0,2.3,0.429,0.3,0.7,0.5,0.7,1.7,0.4,0.5,0.7,0.7,1.0,0.7,2.0,2.7,0.7,0.3,0.0,0.0,0.7,3.0,Jon Leuer
2,2014-15,25.0,MEM,NBA,PF,4.0,0.0,2.3,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.0,0.0,0.3,1.0,Jon Leuer
3,2018-19,29.0,DET,NBA,PF,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Jon Leuer
0,1990-91,24.0,GSW,NBA,SG,6.0,0.0,6.8,1.0,2.5,0.4,0.0,0.0,,1.0,2.5,0.4,0.4,0.5,1.0,0.5,0.8,1.0,1.8,0.3,0.3,0.0,0.0,1.0,2.5,Vincent Askew
1,1991-92,25.0,GSW,NBA,SG,4.0,0.0,7.5,0.3,2.0,0.125,0.0,0.0,,0.3,2.0,0.125,0.125,0.0,0.0,,0.8,0.3,1.0,1.3,0.0,0.0,0.5,0.8,0.5,Vincent Askew
2,1992-93,26.0,SEA,NBA,SG,12.0,0.0,8.6,1.9,3.4,0.561,0.0,0.0,,1.9,3.4,0.561,0.561,1.3,1.9,0.696,0.8,0.8,1.6,0.8,0.1,0.1,0.6,1.0,5.2,Vincent Askew
3,1993-94,27.0,SEA,NBA,SG,5.0,0.0,19.0,2.0,5.6,0.357,0.0,0.2,0.0,2.0,5.4,0.37,0.357,3.2,3.8,0.842,0.4,0.8,1.2,1.8,0.4,0.0,0.4,2.0,7.2,Vincent Askew
4,1994-95,28.0,SEA,NBA,SG,4.0,0.0,23.3,3.0,7.3,0.414,1.0,1.3,0.8,2.0,6.0,0.333,0.483,0.5,0.8,0.667,2.8,1.0,3.8,2.0,0.8,0.0,0.8,3.5,7.5,Vincent Askew
5,1995-96,29.0,SEA,NBA,SG,19.0,0.0,18.2,1.3,3.7,0.343,0.3,1.2,0.261,0.9,2.5,0.383,0.386,0.9,1.5,0.607,0.3,1.9,2.2,1.4,0.7,0.4,1.5,2.6,3.7,Vincent Askew
0,1977-78,22.0,DEN,NBA,SF,13.0,,30.8,6.6,15.3,0.432,,,,6.6,15.3,0.432,0.432,3.1,3.8,0.8,3.5,4.8,8.3,2.3,0.8,0.5,2.1,4.4,16.3,Anthony Roberson
1,1978-79,23.0,DEN,NBA,SF,3.0,,26.7,4.3,11.0,0.394,,,,4.3,11.0,0.394,0.394,2.3,3.7,0.636,1.7,2.7,4.3,2.0,0.7,0.3,1.0,3.0,11.0,Anthony Roberson
0,2020-21,20.0,POR,NBA,PF,3.0,0.0,3.0,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,,0.375,0.7,1.3,0.5,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.0,1.7,Nassir Little
0,2005-06,23.0,WAS,NBA,SG,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Donell Taylor
1,2006-07,24.0,WAS,NBA,SG,2.0,0.0,8.5,0.5,3.0,0.167,0.0,0.0,,0.5,3.0,0.167,0.167,0.5,0.5,1.0,0.0,1.5,1.5,2.0,0.0,0.0,1.0,1.0,1.5,Donell Taylor
0,1978-79,24.0,HOU,NBA,SF,1.0,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacky Dorsey
0,2016-17,24.0,UTA,NBA,PG,9.0,0.0,6.7,0.9,1.4,0.615,0.3,0.7,0.5,0.6,0.8,0.714,0.731,0.4,0.4,1.0,0.0,0.8,0.8,0.4,0.1,0.1,0.3,0.9,2.6,Raul Neto
